TXN_ID,Date,Store,Product,Qty,Price
TXN02843,2023-12-06,Paris-05,TV,1,1463.61
TXN02844,2023-02-20,London-01,Monitor,7,336.46
TXN02845,2023-07-05,Tokyo-04,Laptop,5,1076.6
TXN02846,2023-12-10,Tokyo-04,Monitor,8,300.49
TXN02847,2023-09-15,Tokyo-04,TV,4,1388.83
TXN02848,2023-02-13,NYC-02,Mouse,8,21.78
TXN02849,2023-08-24,Paris-05,Laptop,2,1042.07
TXN02850,2023-10-24,Berlin-03,TV,1,1699.67
TXN02851,2023-06-26,Paris-05,TV,4,1305.75
TXN02852,2023-02-18,NYC-02,Laptop,5,1298.59
TXN02853,2023-12-10,Berlin-03,Keyboard,5,92.69
TXN02854,2023-06-13,London-01,Laptop,2,1346.62
TXN02855,2023-03-05,London-01,Cables,4,14.76
TXN02856,2023-04-30,NYC-02,Mouse,9,26.58
TXN02857,2023-03-23,Berlin-03,Mouse,1,25.9
TXN02858,2023-05-29,Tokyo-04,Monitor,4,268.74
TXN02859,2023-04-29,Tokyo-04,Phone,7,827.5
TXN02860,2023-08-05,London-01,Phone,7,875.78
TXN02861,2023-05-03,London-01,Laptop,5,1127.28
TXN02862,2023-03-25,Berlin-03,Keyboard,2,100.55
TXN02863,2023-12-24,Tokyo-04,TV,9,1421.81
TXN02864,2023-12-07,Berlin-03,Laptop,6,1292.82
TXN02865,2023-06-09,Berlin-03,Cables,7,16.56
TXN02866,2023-06-28,Paris-05,Cables,4,15.15
TXN02867,2023-02-25,London-01,Monitor,5,273.77
TXN02868,2023-05-22,Berlin-03,Phone,8,709.21
TXN02869,2023-11-27,NYC-02,TV,8,1494.43
TXN02870,2023-10-26,Tokyo-04,Mouse,1,23.54
TXN02871,2023-02-21,Tokyo-04,TV,2,1599.98
TXN02872,2023-01-14,London-01,Phone,6,707.35
TXN02873,2023-10-29,Tokyo-04,Phone,4,763.74
TXN02874,2023-10-22,Tokyo-04,TV,8,1440.65
TXN02875,2023-08-12,Paris-05,TV,4,1605.72
TXN02876,2023-11-25,Paris-05,Cables,8,17.17
TXN02877,2023-01-03,NYC-02,Keyboard,8,104.74
TXN02878,2023-05-01,Berlin-03,Laptop,1,1051.44
TXN02879,2023-06-23,Berlin-03,Monitor,6,301.32
TXN02880,2023-01-05,Berlin-03,Keyboard,4,94.29
TXN02881,2023-04-10,Berlin-03,Mouse,4,21.53
TXN02882,2023-04-20,Tokyo-04,TV,5,1417.85
TXN02883,2023-05-17,Paris-05,Cables,6,14.16
TXN02884,2023-05-24,Berlin-03,Laptop,5,1314.97
TXN02885,2023-06-08,Berlin-03,Phone,2,873.87
TXN02886,2023-04-24,NYC-02,Phone,7,733.29
TXN02887,2023-06-20,NYC-02,Laptop,1,1033.13
TXN02888,2023-06-22,NYC-02,Cables,3,15.86
TXN02889,2023-02-12,NYC-02,Laptop,7,0.0
TXN02890,2023-05-08,Berlin-03,Phone,6,862.29
TXN02891,2023-07-04,NYC-02,Keyboard,7,107.88
TXN02892,2023-10-30,Tokyo-04,Keyboard,2,97.27
TXN02893,2023-09-23,Berlin-03,Cables,7,13.66
TXN02894,2023-06-24,Berlin-03,Mouse,3,25.81
TXN02895,2023-09-29,NYC-02,Phone,5,802.45
TXN02896,2023-04-09,London-01,TV,7,1532.1
TXN02897,2023-07-06,NYC-02,Cables,1,15.91
TXN02898,2023-08-18,London-01,Phone,4,707.69
TXN02899,2023-10-15,London-01,TV,8,1708.57
TXN02900,2023-04-08,Berlin-03,Phone,1,731.08
TXN02901,2023-10-09,Tokyo-04,Mouse,9,23.1
TXN02902,2023-06-16,London-01,Phone,1,901.11
TXN02903,2023-12-02,NYC-02,Keyboard,6,103.84
TXN02904,2023-05-16,Tokyo-04,Phone,1,0.0
TXN02905,2023-02-24,Berlin-03,Laptop,7,1181.02
TXN02906,2023-01-12,Paris-05,Mouse,6,23.97
TXN02907,2023-04-15,NYC-02,Keyboard,4,105.42
TXN02908,2023-03-26,Tokyo-04,Keyboard,9,94.36
TXN02909,2023-02-18,Tokyo-04,Laptop,2,1260.87
TXN02910,2023-06-19,Paris-05,Keyboard,3,102.51
TXN02911,2023-07-31,Tokyo-04,Mouse,3,24.08
TXN02912,2023-04-27,Tokyo-04,Phone,3,836.96
TXN02913,2023-03-20,London-01,Keyboard,1,87.6
TXN02914,2023-03-22,Paris-05,TV,9,1573.34
TXN02915,2023-06-15,Tokyo-04,Phone,1,744.48
TXN02916,2023-08-28,Paris-05,TV,6,1696.98
TXN02917,2023-09-18,Tokyo-04,Mouse,4,23.43
TXN02918,2023-03-19,NYC-02,Phone,5,829.43
TXN02919,2023-05-30,NYC-02,Laptop,1,1056.13
TXN02920,2023-07-25,Tokyo-04,TV,9,1432.93
TXN02921,2023-04-05,NYC-02,Cables,5,15.73
TXN02922,2023-10-07,Paris-05,TV,7,1489.43
TXN02923,2023-06-23,Paris-05,Keyboard,4,88.23
TXN02924,2023-05-29,Tokyo-04,Phone,3,870.13
TXN02925,2023-06-17,Berlin-03,Keyboard,8,113.09
TXN02926,2023-03-10,NYC-02,Laptop,4,1181.15
TXN02927,2023-03-08,London-01,Cables,6,13.74
TXN02928,2023-06-12,Paris-05,TV,9,1535.74
TXN02929,2023-04-01,London-01,Laptop,4,1057.85
TXN02930,2023-09-28,London-01,TV,4,1300.77
TXN02931,2023-08-03,Berlin-03,Laptop,6,1048.18
TXN02932,2023-11-27,Paris-05,Monitor,7,299.48
TXN02933,2023-12-26,Berlin-03,Laptop,2,1298.17
TXN02934,2023-01-14,Tokyo-04,Phone,7,744.66
TXN02935,2023-07-08,NYC-02,TV,7,1664.68
TXN02936,2023-12-19,Tokyo-04,Mouse,6,21.35
TXN02937,2023-07-06,Tokyo-04,Keyboard,1,97.5
TXN02938,2023-04-14,Berlin-03,Monitor,7,303.2
TXN02939,2023-05-03,London-01,Laptop,7,1213.73
TXN02940,2023-04-30,Berlin-03,TV,2,1350.55
TXN02941,2023-10-09,Paris-05,TV,2,1385.41
TXN02942,2023-10-15,Paris-05,Phone,8,816.4
TXN02943,2023-09-07,NYC-02,Keyboard,2,95.76
TXN02944,2023-05-18,Paris-05,Phone,6,898.84
TXN02945,2023-12-03,NYC-02,TV,9,1682.0
TXN02946,2023-12-19,Tokyo-04,Monitor,1,298.7
TXN02947,2023-09-10,Berlin-03,Cables,7,14.95
TXN02948,2023-10-19,NYC-02,Keyboard,4,112.92
TXN02949,2023-11-09,Berlin-03,Mouse,6,23.81
TXN02950,2023-12-05,Tokyo-04,TV,6,1308.04
TXN02951,2023-09-30,Paris-05,Monitor,7,274.97
TXN02952,2023-11-02,Tokyo-04,Mouse,9,24.01
TXN02953,2023-09-20,Berlin-03,Monitor,5,330.04
TXN02954,2023-02-09,NYC-02,Mouse,4,22.59
TXN02955,2023-07-15,Paris-05,Monitor,9,320.0
TXN02956,2023-12-11,NYC-02,Laptop,6,1121.15
TXN02957,2023-10-01,Paris-05,Monitor,1,324.75
TXN02958,2023-01-21,Paris-05,Laptop,1,1048.71
TXN02959,2023-07-01,Paris-05,Laptop,3,1247.36
TXN02960,2023-02-04,Tokyo-04,Monitor,9,336.1
TXN02961,2023-10-14,Tokyo-04,Laptop,4,1305.73
TXN02962,2023-10-02,London-01,Monitor,7,283.46
TXN02963,2023-04-15,NYC-02,Monitor,8,315.12
TXN02964,2023-11-12,London-01,Keyboard,5,87.9
TXN02965,2023-08-03,Berlin-03,Mouse,6,25.96
TXN02966,2023-06-18,Berlin-03,Laptop,2,1189.23
TXN02967,2023-09-25,NYC-02,Phone,6,907.72
TXN02968,2023-06-11,NYC-02,TV,6,1579.72
TXN02969,2023-06-27,NYC-02,Monitor,4,322.55
TXN02970,2023-06-28,Berlin-03,TV,8,1324.83
TXN02971,2023-01-23,London-01,Cables,2,12.76
TXN02972,2023-08-01,Berlin-03,Monitor,3,257.53
TXN02973,2023-01-28,NYC-02,Phone,7,733.82
TXN02974,2023-01-30,NYC-02,TV,8,1602.51
TXN02975,2023-07-02,Paris-05,Mouse,2,21.51
TXN02976,2023-02-25,London-01,Keyboard,8,109.87
TXN02977,2023-11-26,Paris-05,Mouse,6,24.56
TXN02978,2023-10-29,Paris-05,Keyboard,7,114.21
TXN02979,2023-10-06,NYC-02,Phone,6,755.78
TXN02980,2023-06-04,NYC-02,Mouse,2,27.53
TXN02981,2023-08-05,Tokyo-04,Mouse,5,28.13
TXN02982,2023-08-05,London-01,Phone,7,835.43
TXN02983,2023-10-23,NYC-02,Laptop,8,1168.21
TXN02984,2023-12-10,NYC-02,Mouse,2,28.39
TXN02985,2023-08-05,NYC-02,Keyboard,8,108.97
TXN02986,2023-09-15,NYC-02,Laptop,7,1259.66
TXN02987,2023-05-05,NYC-02,Keyboard,5,111.79
TXN02988,2023-01-04,London-01,Cables,5,15.24
TXN02989,2023-01-03,Berlin-03,TV,2,1624.87
TXN02990,2023-04-17,NYC-02,Cables,1,13.72
TXN02991,2023-12-16,Paris-05,Phone,9,848.68
TXN02992,2023-06-28,Tokyo-04,Cables,5,12.93
TXN02993,2023-08-04,NYC-02,Cables,9,14.19
TXN02994,2023-01-24,NYC-02,Phone,3,732.98
TXN02995,2023-03-02,Tokyo-04,Keyboard,6,93.57
TXN02996,2023-11-09,Tokyo-04,TV,9,1539.36
TXN02997,2023-11-06,Paris-05,Laptop,1,1129.79
TXN02998,2023-05-09,Berlin-03,Phone,1,696.22
TXN02999,2023-12-23,Berlin-03,Monitor,7,297.42
TXN03000,2023-11-30,Berlin-03,Cables,7,15.6
TXN03001,2023-11-22,Berlin-03,Monitor,6,334.33
TXN03002,2023-05-22,Paris-05,Phone,3,896.27
TXN03003,2023-01-30,London-01,Mouse,5,25.23
TXN03004,2023-04-13,Tokyo-04,Cables,7,15.1
TXN03005,2023-01-09,Tokyo-04,Cables,4,13.01
TXN03006,2023-11-04,London-01,Mouse,9,22.7
TXN03007,2023-05-10,London-01,Monitor,5,335.67
TXN03008,2023-08-23,Berlin-03,TV,7,1712.13
TXN03009,2023-02-26,Berlin-03,Laptop,6,1029.56
TXN03010,2023-11-15,Berlin-03,Laptop,9,1189.22
TXN03011,2023-03-16,Paris-05,Laptop,1,1335.24
TXN03012,2023-11-17,London-01,Cables,6,14.2
TXN03013,2023-04-22,NYC-02,Mouse,4,27.04
TXN03014,2023-04-18,Tokyo-04,Mouse,6,24.19
TXN03015,2023-01-26,Tokyo-04,Cables,6,14.4
TXN03016,2023-02-13,Paris-05,Laptop,9,0.0
TXN03017,2023-07-26,NYC-02,Laptop,9,1220.37
TXN03018,2023-03-02,Berlin-03,Monitor,3,325.71
TXN03019,2023-09-06,Tokyo-04,Monitor,6,305.33
TXN03020,2023-08-31,Tokyo-04,Laptop,4,1055.15
TXN03021,2023-06-29,London-01,TV,6,1511.88
TXN03022,2023-01-08,Tokyo-04,Laptop,7,1233.95
TXN03023,2023-09-26,Tokyo-04,Keyboard,1,97.54
TXN03024,2023-04-22,London-01,Cables,2,15.23
TXN03025,2023-11-29,Berlin-03,Phone,6,848.88
TXN03026,2023-08-23,Berlin-03,Monitor,6,314.12
TXN03027,2023-05-13,Tokyo-04,Mouse,3,21.61
TXN03028,2023-06-07,Berlin-03,Laptop,8,1319.39
TXN03029,2023-04-10,London-01,TV,4,1572.8
TXN03030,2023-02-08,London-01,Phone,8,863.17
TXN03031,2023-10-21,London-01,Cables,8,15.73
TXN03032,2023-09-11,NYC-02,Keyboard,5,85.11
TXN03033,2023-10-21,Paris-05,Laptop,3,1111.19
TXN03034,2023-02-04,NYC-02,Cables,9,16.19
TXN03035,2023-05-20,Tokyo-04,Keyboard,6,102.14
TXN03036,2023-07-21,Tokyo-04,Laptop,3,1070.75
TXN03037,2023-12-16,NYC-02,Cables,8,14.89
TXN03038,2023-03-31,Tokyo-04,Monitor,8,335.07
TXN03039,2023-02-07,Paris-05,Mouse,1,21.48
TXN03040,2023-12-28,Berlin-03,Keyboard,2,96.79
TXN03041,2023-12-05,Tokyo-04,TV,8,1389.89
TXN03042,2023-08-05,Paris-05,Mouse,6,25.16
TXN03043,2023-07-17,Paris-05,Keyboard,7,112.82
TXN03044,2023-08-30,Berlin-03,TV,7,1532.52
TXN03045,2023-05-05,NYC-02,Keyboard,3,98.04
TXN03046,2023-06-10,NYC-02,Monitor,2,329.37
TXN03047,2023-02-27,Berlin-03,Laptop,7,1208.97
TXN03048,2023-04-07,Paris-05,Cables,2,14.28
TXN03049,2023-07-14,NYC-02,TV,6,1418.01
TXN03050,2023-08-04,London-01,Laptop,5,1184.3
TXN03051,2023-12-13,NYC-02,Phone,9,803.07
TXN03052,2023-11-20,Paris-05,Cables,2,12.92
TXN03053,2023-02-28,Paris-05,Laptop,2,1134.05
TXN03054,2023-06-09,Berlin-03,Keyboard,6,85.2
TXN03055,2023-01-16,London-01,Phone,1,690.51
TXN03056,2023-06-19,Berlin-03,Monitor,1,276.33
TXN03057,2023-09-15,NYC-02,Mouse,6,24.77
TXN03058,2023-08-11,NYC-02,Keyboard,9,87.33
TXN03059,2023-12-16,UNKNOWN,Keyboard,2,95.58
TXN03060,2023-04-16,Paris-05,Phone,8,819.32
TXN03061,2023-09-24,Tokyo-04,Laptop,7,1340.99
TXN03062,2023-07-30,Berlin-03,Cables,1,15.79
TXN03063,2023-11-22,NYC-02,Monitor,2,301.16
TXN03064,2023-01-02,NYC-02,Laptop,3,1161.06
TXN03065,2023-12-28,Berlin-03,Mouse,9,27.27
TXN03066,2023-12-20,Paris-05,Laptop,1,1148.59
TXN03067,2023-07-13,NYC-02,Mouse,8,27.28
TXN03068,2023-04-14,Paris-05,Monitor,6,328.31
TXN03069,2023-05-12,NYC-02,Mouse,8,24.52
TXN03070,2023-06-17,NYC-02,Mouse,3,21.86
TXN03071,2023-01-06,London-01,TV,3,1389.02
TXN03072,2023-12-21,London-01,Mouse,1,25.22
TXN03073,2023-10-27,London-01,Cables,4,12.96
TXN03074,2023-03-02,Berlin-03,Cables,9,13.82
TXN03075,2023-01-12,Tokyo-04,Cables,6,13.96
TXN03076,2023-11-14,London-01,Monitor,3,268.2
TXN03077,2023-03-21,Tokyo-04,Monitor,4,334.77
TXN03078,2023-10-13,Paris-05,Monitor,6,274.4
TXN03079,2023-12-20,Tokyo-04,Keyboard,4,95.4
TXN03080,2023-05-28,Tokyo-04,Phone,5,804.99
TXN03081,2023-02-02,Berlin-03,Mouse,4,25.75
TXN03082,2023-11-19,Paris-05,Laptop,3,1245.36
TXN03083,2023-05-09,Paris-05,Keyboard,1,103.39
TXN03084,2023-06-22,Paris-05,Monitor,1,319.74
TXN03085,2023-10-12,Paris-05,Phone,2,913.42
TXN03086,2023-09-22,Paris-05,Laptop,3,1063.55
TXN03087,2023-05-19,Berlin-03,TV,1,1462.06
TXN03088,2023-07-31,Paris-05,Phone,6,698.8
TXN03089,2023-01-30,London-01,Laptop,4,1197.28
TXN03090,2023-08-21,London-01,TV,6,1360.09
TXN03091,2023-04-27,Tokyo-04,Laptop,4,1174.31
TXN03092,2023-05-15,Paris-05,Cables,5,14.21
TXN03093,2023-05-05,NYC-02,Cables,8,14.75
TXN03094,2023-03-12,Berlin-03,TV,1,1513.41
TXN03095,2023-11-19,Paris-05,Mouse,8,25.05
TXN03096,2023-02-20,Tokyo-04,Keyboard,2,98.09
TXN03097,2023-07-17,Tokyo-04,Laptop,4,1152.24
TXN03098,2023-08-28,Paris-05,TV,6,1683.87
TXN03099,2023-06-23,Paris-05,TV,8,1628.74
TXN03100,2023-10-03,Berlin-03,Phone,9,833.93
TXN03101,2023-11-19,Paris-05,Mouse,1,23.07
TXN03102,2023-06-30,Berlin-03,Keyboard,8,95.02
TXN03103,2023-08-19,Berlin-03,Monitor,9,339.64
TXN03104,2023-08-10,,TV,9,1415.12
TXN03105,2023-05-26,NYC-02,Cables,7,14.61
TXN03106,2023-10-27,London-01,TV,5,1323.72
TXN03107,2023-12-25,Berlin-03,Phone,7,797.62
TXN03108,2023-03-18,Tokyo-04,Cables,9,16.05
TXN03109,2023-10-29,NYC-02,Cables,4,15.72
TXN03110,2023-12-04,Berlin-03,Phone,4,862.07
TXN03111,2023-11-04,Paris-05,TV,8,1316.86
TXN03112,2023-03-28,Berlin-03,Cables,9,14.64
TXN03113,2023-03-18,London-01,Keyboard,6,113.77
TXN03114,2023-12-09,Berlin-03,Mouse,9,27.44
TXN03115,2023-02-01,Tokyo-04,TV,2,1672.62
TXN03116,2023-04-07,NYC-02,Phone,1,738.36
TXN03117,2023-05-29,NYC-02,TV,7,1361.33
TXN03118,2023-10-20,London-01,TV,7,1391.93
TXN03119,2023-05-27,NYC-02,Mouse,9,25.51
TXN03120,2023-01-21,Paris-05,TV,3,1658.34
TXN03121,2023-01-10,Berlin-03,Laptop,5,0.0
TXN03122,2023-02-06,Paris-05,Cables,3,15.59
TXN03123,2023-08-27,Paris-05,Laptop,8,1291.14
TXN03124,2023-06-12,Tokyo-04,TV,5,1382.03
TXN03125,2023-12-04,London-01,Phone,3,854.39
TXN03126,2023-08-11,Berlin-03,Monitor,5,272.89
TXN03127,2023-12-24,Paris-05,Monitor,3,273.74
TXN03128,2023-11-19,London-01,Mouse,5,28.26
TXN03129,2023-09-13,Berlin-03,Monitor,9,285.53
TXN03130,2023-07-28,Paris-05,Keyboard,9,0.0
TXN03131,2023-03-24,Berlin-03,Mouse,3,24.95
TXN03132,2023-10-23,Berlin-03,TV,3,1624.64
TXN03133,2023-08-16,NYC-02,Cables,6,14.95
TXN03134,2023-05-25,NYC-02,Mouse,2,23.71
TXN03135,2023-08-17,NYC-02,Cables,7,15.55
TXN03136,2023-06-30,Paris-05,Monitor,6,255.47
TXN03137,2023-07-11,Paris-05,TV,6,1557.08
TXN03138,2023-08-21,Tokyo-04,Phone,6,812.97
TXN03139,2023-06-15,Paris-05,TV,3,1289.47
TXN03140,2023-12-02,Berlin-03,TV,5,1596.83
TXN03141,2023-03-31,London-01,Laptop,1,1375.11
TXN03142,2023-07-17,Tokyo-04,Laptop,6,1363.64
TXN03143,2023-04-06,Paris-05,Monitor,1,262.3
TXN03144,2023-06-21,Paris-05,Laptop,9,1161.11
TXN03145,2023-11-07,London-01,Monitor,4,332.3
TXN03146,2023-10-19,Tokyo-04,Laptop,4,1287.73
TXN03147,2023-10-15,NYC-02,Monitor,6,321.77
TXN03148,2023-02-11,London-01,Phone,5,828.15
TXN03149,2023-12-12,Paris-05,Mouse,6,25.32
TXN03150,2023-10-03,Paris-05,Cables,4,16.43
TXN03151,2023-03-16,London-01,Phone,4,816.49
TXN03152,2023-03-19,London-01,TV,4,1601.48
TXN03153,2023-08-25,Berlin-03,Cables,5,13.31
TXN03154,2023-07-12,NYC-02,TV,1,1479.2
TXN03155,2023-11-01,Tokyo-04,Mouse,9,21.75
TXN03156,2023-04-20,Tokyo-04,TV,9,1617.59
TXN03157,2023-01-19,NYC-02,Monitor,9,295.9
TXN03158,2023-03-02,Tokyo-04,Cables,3,14.68
TXN03159,2023-06-19,London-01,Keyboard,8,93.79
TXN03160,2023-03-28,Paris-05,Phone,3,819.31
TXN03161,2023-02-23,Berlin-03,Monitor,6,257.33
TXN03162,2023-11-09,London-01,Keyboard,2,88.54
TXN03163,2023-10-20,Berlin-03,TV,8,1518.1
TXN03164,2023-04-02,London-01,Keyboard,8,87.33
TXN03165,2023-07-06,Berlin-03,Mouse,3,26.39
TXN03166,2023-04-23,London-01,Cables,9,15.85
TXN03167,2023-03-04,Paris-05,TV,2,1311.07
TXN03168,2023-05-16,London-01,TV,7,1379.94
TXN03169,2023-12-20,Berlin-03,Phone,1,720.27
TXN03170,2023-03-13,NYC-02,Monitor,4,255.33
TXN03171,2023-02-04,NYC-02,Cables,4,14.71
TXN03172,2023-04-12,Tokyo-04,Keyboard,1,94.99
TXN03173,2023-06-02,London-01,Monitor,6,258.34
TXN03174,2023-08-01,Berlin-03,Laptop,7,1204.21
TXN03175,2023-08-05,NYC-02,Monitor,7,329.35
TXN03176,2023-09-29,London-01,Keyboard,6,100.53
TXN03177,2023-11-03,London-01,Monitor,4,340.32
TXN03178,2023-02-18,Paris-05,Cables,2,12.85
TXN03179,2023-07-22,Berlin-03,Cables,3,14.07
TXN03180,2023-06-25,NYC-02,Monitor,8,260.72
TXN03181,2023-03-23,London-01,Mouse,9,24.77
TXN03182,2023-03-01,,Phone,3,802.37
TXN03183,2023-05-26,Tokyo-04,Laptop,5,1072.42
TXN03184,2023-07-28,Paris-05,TV,7,1578.84
TXN03185,2023-01-13,Berlin-03,Mouse,3,24.54
TXN03186,2023-08-29,Paris-05,Keyboard,1,114.02
TXN03187,2023-07-26,London-01,Keyboard,9,111.35
TXN03188,2023-10-14,NYC-02,Cables,6,16.04
TXN03189,2023-09-18,Tokyo-04,TV,6,1397.99
TXN03190,2023-09-15,NYC-02,TV,7,1449.95
TXN03191,2023-07-29,Tokyo-04,TV,2,1690.5
TXN03192,2023-04-07,Paris-05,Cables,9,15.13
TXN03193,2023-10-19,Berlin-03,TV,2,1385.2
TXN03194,2023-09-18,NYC-02,Mouse,9,22.72
TXN03195,2023-01-09,Berlin-03,Mouse,2,22.79
TXN03196,2023-06-12,Tokyo-04,TV,3,1275.04
TXN03197,2023-02-04,Berlin-03,Monitor,9,272.21
TXN03198,2023-07-11,Berlin-03,TV,3,1371.1
TXN03199,2023-11-13,Paris-05,Keyboard,9,87.11
TXN03200,2023-05-20,Berlin-03,Mouse,4,22.62
TXN03201,2023-09-07,London-01,Keyboard,7,112.59
TXN03202,2023-03-15,London-01,TV,1,1381.35
TXN03203,2023-03-10,Berlin-03,Phone,4,769.1
TXN03204,2023-11-18,NYC-02,Laptop,9,1049.11
TXN03205,2023-03-22,Tokyo-04,Laptop,2,1296.77
TXN03206,2023-12-24,London-01,Laptop,7,1078.99
TXN03207,2023-04-28,Berlin-03,TV,4,1468.7
TXN03208,2023-07-30,Tokyo-04,Phone,3,821.18
TXN03209,2023-11-01,Paris-05,Cables,3,14.57
TXN03210,2023-10-11,Paris-05,Monitor,2,325.33
TXN03211,2023-06-21,NYC-02,Cables,7,17.17
TXN03212,2023-07-14,London-01,Laptop,9,1281.34
TXN03213,2023-07-24,NYC-02,Keyboard,9,105.69
TXN03214,2023-06-01,London-01,Keyboard,5,99.71
TXN03215,2023-11-07,Paris-05,TV,2,1508.21
TXN03216,2023-04-10,Paris-05,Monitor,7,328.69
TXN03217,2023-01-14,NYC-02,Laptop,4,1359.82
TXN03218,2023-07-11,Paris-05,Phone,5,888.54
TXN03219,2023-01-08,Paris-05,Cables,9,13.74
TXN03220,2023-04-13,Berlin-03,Mouse,7,28.21
TXN03221,2023-06-06,London-01,Monitor,7,265.21
TXN03222,2023-08-15,London-01,Monitor,3,284.95
TXN03223,2023-06-27,Paris-05,Cables,4,15.67
TXN03224,2023-06-08,Paris-05,Cables,7,16.21
TXN03225,2023-01-06,Berlin-03,Laptop,3,1061.79
TXN03226,2023-11-12,London-01,Monitor,1,306.32
TXN03227,2023-02-10,London-01,Phone,1,810.59
TXN03228,2023-11-15,Tokyo-04,Mouse,2,26.34
TXN03229,2023-03-08,UNKNOWN,Cables,3,15.33
TXN03230,2023-05-05,Tokyo-04,TV,3,1333.78
TXN03231,2023-10-19,Tokyo-04,Monitor,7,256.83
TXN03232,2023-07-07,NYC-02,Laptop,4,1298.22
TXN03233,2023-02-08,Paris-05,TV,9,1359.93
TXN03234,2023-10-01,Tokyo-04,TV,2,1309.82
TXN03235,2023-05-02,London-01,Laptop,9,1059.98
TXN03236,2023-05-04,Berlin-03,Laptop,2,1221.46
TXN03237,2023-09-01,Paris-05,Keyboard,8,99.42
TXN03238,2023-12-24,Berlin-03,Keyboard,1,110.76
TXN03239,2023-06-15,Berlin-03,Keyboard,2,101.06
TXN03240,2023-10-14,NYC-02,Laptop,9,1124.1
TXN03241,2023-01-30,Tokyo-04,Laptop,1,1271.72
TXN03242,2023-09-10,London-01,Cables,5,14.0
TXN03243,2023-12-14,Tokyo-04,Laptop,2,1338.23
TXN03244,2023-04-09,Tokyo-04,Cables,8,14.07
TXN03245,2023-06-14,Tokyo-04,Mouse,9,27.93
TXN03246,2023-07-21,Paris-05,Monitor,3,309.37
TXN03247,2023-11-24,NYC-02,TV,7,1480.72
TXN03248,2023-12-18,Berlin-03,Phone,6,783.16
TXN03249,2023-05-06,Tokyo-04,Monitor,2,278.23
TXN03250,2023-04-27,NYC-02,Laptop,6,1217.22
TXN03251,2023-12-19,London-01,Cables,9,13.33
TXN03252,2023-09-14,NYC-02,Laptop,5,1242.97
TXN03253,2023-08-05,NYC-02,Keyboard,8,103.24
TXN03254,2023-08-20,London-01,Keyboard,7,111.22
TXN03255,2023-03-28,Paris-05,Monitor,8,281.1
TXN03256,2023-11-13,London-01,Cables,6,16.87
TXN03257,2023-01-07,Berlin-03,Laptop,4,1219.3
TXN03258,2023-02-18,Tokyo-04,Laptop,8,1058.46
TXN03259,2023-11-16,Paris-05,Monitor,8,293.51
TXN03260,2023-11-30,NYC-02,TV,1,1402.34
TXN03261,2023-08-31,Berlin-03,Laptop,2,1303.0
TXN03262,2023-05-15,NYC-02,Cables,8,15.49
TXN03263,2023-12-04,NYC-02,Monitor,2,317.74
TXN03264,2023-08-13,Paris-05,TV,9,1419.25
TXN03265,2023-08-03,London-01,Cables,8,16.97
TXN03266,2023-04-05,NYC-02,Laptop,7,1322.53
TXN03267,2023-11-17,NYC-02,Phone,8,768.32
TXN03268,2023-03-14,Tokyo-04,Monitor,7,302.76
TXN03269,2023-11-14,London-01,Laptop,2,1122.38
TXN03270,2023-10-26,NYC-02,TV,4,1382.52
TXN03271,2023-02-15,London-01,TV,9,1643.97
TXN03272,2023-07-10,Paris-05,Keyboard,8,103.26
TXN03273,2023-10-17,NYC-02,Laptop,9,1170.2
TXN03274,2023-01-15,Tokyo-04,Laptop,4,0.0
TXN03275,2023-01-21,Tokyo-04,Keyboard,2,114.07
TXN03276,2023-10-25,London-01,Monitor,4,271.75
TXN03277,2023-10-27,Tokyo-04,Laptop,6,1257.16
TXN03278,2023-01-01,NYC-02,Mouse,8,21.53
TXN03279,2023-09-17,NYC-02,Cables,6,13.99
TXN03280,2023-04-20,Paris-05,Keyboard,8,89.66
TXN03281,2023-03-09,London-01,Phone,7,762.92
TXN03282,2023-12-31,Berlin-03,Mouse,6,26.21
TXN03283,2023-09-04,London-01,Phone,2,805.65
TXN03284,2023-12-30,NYC-02,TV,5,1544.3
TXN03285,2023-01-28,Tokyo-04,TV,9,1614.61
TXN03286,2023-06-02,Paris-05,Laptop,8,1113.62
TXN03287,2023-06-29,Tokyo-04,Mouse,5,26.25
TXN03288,2023-09-10,Tokyo-04,Laptop,8,1127.94
TXN03289,2023-03-09,Tokyo-04,Mouse,1,22.95
TXN03290,2023-04-15,NYC-02,Laptop,4,1079.64
TXN03291,2023-04-02,Tokyo-04,TV,6,1654.72
TXN03292,2023-06-23,NYC-02,Laptop,6,1293.75
TXN03293,2023-08-20,NYC-02,Keyboard,1,112.14
TXN03294,2023-09-24,London-01,Laptop,6,1348.5
TXN03295,2023-09-03,NYC-02,Keyboard,8,114.24
TXN03296,2023-12-12,NYC-02,Monitor,3,334.26
TXN03297,2023-02-14,NYC-02,Mouse,8,23.35
TXN03298,2023-05-18,Berlin-03,Phone,8,832.02
TXN03299,2023-02-17,London-01,Laptop,9,1077.59
TXN03300,2023-06-11,NYC-02,Phone,4,896.79
TXN03301,2023-09-12,NYC-02,Phone,4,909.09
TXN03302,2023-10-01,Tokyo-04,Monitor,4,311.5
TXN03303,2023-03-26,Tokyo-04,Mouse,5,23.3
TXN03304,2023-09-15,London-01,Phone,4,726.73
TXN03305,2023-05-27,London-01,Phone,8,883.32
TXN03306,2023-10-23,Berlin-03,Mouse,9,21.6
